age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
'\'(53-59.8]\'',unemployed,married,primary,no,'\'(-inf-4137.1]\'',no,no,cellular,'\'(19-22]\'',apr,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,yes
'\'(25.8-32.6]\'',housemaid,married,primary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(22-25]\'',jul,'\'(306.1-608.2]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(-inf-25.8]\'',student,single,secondary,no,'\'(-inf-4137.1]\'',no,no,cellular,'\'(28-inf)\'',jun,'\'(-inf-306.1]\'','\'(5.9-10.8]\'','\'(86.2-173.4]\'','\'(2.5-5]\'',success,yes
'\'(53-59.8]\'',management,married,tertiary,no,'\'(-inf-4137.1]\'',yes,no,telephone,'\'(28-inf)\'',jul,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(25.8-32.6]\'',self-employed,married,secondary,no,'\'(-inf-4137.1]\'',yes,yes,cellular,'\'(13-16]\'',jul,'\'(306.1-608.2]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',blue-collar,single,secondary,no,'\'(-inf-4137.1]\'',no,no,cellular,'\'(28-inf)\'',jan,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(173.4-260.6]\'','\'(-inf-2.5]\'',failure,no
'\'(-inf-25.8]\'',student,single,secondary,no,'\'(-inf-4137.1]\'',no,no,telephone,'\'(25-28]\'',aug,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,yes
'\'(-inf-25.8]\'',technician,single,secondary,no,'\'(-inf-4137.1]\'',no,yes,cellular,'\'(16-19]\'',nov,'\'(306.1-608.2]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,yes
'\'(25.8-32.6]\'',services,married,secondary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(16-19]\'',may,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(-inf-25.8]\'',admin.,single,secondary,no,'\'(-inf-4137.1]\'',no,yes,cellular,'\'(16-19]\'',aug,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',blue-collar,married,primary,no,'\'(-inf-4137.1]\'',no,no,cellular,'\'(10-13]\'',aug,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(39.4-46.2]\'',management,divorced,tertiary,no,'\'(-inf-4137.1]\'',no,no,unknown,'\'(16-19]\'',jun,'\'(306.1-608.2]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(25.8-32.6]\'',admin.,divorced,secondary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(19-22]\'',jul,'\'(306.1-608.2]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(39.4-46.2]\'',blue-collar,married,primary,no,'\'(-inf-4137.1]\'',no,no,cellular,'\'(16-19]\'',aug,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(25.8-32.6]\'',technician,married,secondary,no,'\'(-inf-4137.1]\'',yes,no,unknown,'\'(19-22]\'',may,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',blue-collar,married,secondary,no,'\'(-inf-4137.1]\'',no,yes,cellular,'\'(13-16]\'',jul,'\'(608.2-910.3]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(46.2-53]\'',management,single,tertiary,yes,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(10-13]\'',may,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(260.6-347.8]\'','\'(5-7.5]\'',failure,no
'\'(32.6-39.4]\'',self-employed,single,tertiary,no,'\'(-inf-4137.1]\'',no,no,cellular,'\'(19-22]\'',aug,'\'(1816.6-2118.7]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,yes
'\'(-inf-25.8]\'',unemployed,single,secondary,no,'\'(-inf-4137.1]\'',no,no,unknown,'\'(13-16]\'',sep,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(39.4-46.2]\'',technician,single,secondary,no,'\'(-inf-4137.1]\'',no,yes,cellular,'\'(25-28]\'',jul,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(25.8-32.6]\'',blue-collar,single,secondary,no,'\'(-inf-4137.1]\'',no,no,telephone,'\'(4-7]\'',feb,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(260.6-347.8]\'','\'(2.5-5]\'',failure,no
'\'(73.4-80.2]\'',retired,divorced,tertiary,no,'\'(4137.1-11587.2]\'',no,no,cellular,'\'(13-16]\'',apr,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,yes
'\'(39.4-46.2]\'',blue-collar,married,primary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(16-19]\'',nov,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',blue-collar,married,primary,no,'\'(-inf-4137.1]\'',yes,no,unknown,'\'(25-28]\'',may,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(39.4-46.2]\'',blue-collar,married,unknown,yes,'\'(-inf-4137.1]\'',yes,no,unknown,'\'(28-inf)\'',may,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(46.2-53]\'',admin.,married,unknown,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(7-10]\'',may,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(86.2-173.4]\'','\'(-inf-2.5]\'',failure,no
'\'(25.8-32.6]\'',technician,single,secondary,no,'\'(-inf-4137.1]\'',yes,no,unknown,'\'(7-10]\'',may,'\'(306.1-608.2]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',management,single,tertiary,no,'\'(-inf-4137.1]\'',no,no,cellular,'\'(25-28]\'',aug,'\'(-inf-306.1]\'','\'(5.9-10.8]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(25.8-32.6]\'',admin.,single,secondary,no,'\'(-inf-4137.1]\'',yes,yes,cellular,'\'(4-7]\'',may,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(260.6-347.8]\'','\'(-inf-2.5]\'',failure,no
'\'(32.6-39.4]\'',management,single,tertiary,no,'\'(-inf-4137.1]\'',no,no,cellular,'\'(4-7]\'',feb,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(46.2-53]\'',management,married,tertiary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(-inf-4]\'',feb,'\'(306.1-608.2]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,yes
'\'(59.8-66.6]\'',management,married,unknown,no,'\'(4137.1-11587.2]\'',no,no,unknown,'\'(16-19]\'',jun,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(25.8-32.6]\'',management,divorced,tertiary,no,'\'(-inf-4137.1]\'',no,no,cellular,'\'(10-13]\'',aug,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(25.8-32.6]\'',management,single,tertiary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(19-22]\'',jul,'\'(306.1-608.2]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(53-59.8]\'',services,divorced,unknown,no,'\'(-inf-4137.1]\'',yes,no,unknown,'\'(28-inf)\'',may,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(25.8-32.6]\'',management,single,tertiary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(16-19]\'',nov,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(39.4-46.2]\'',admin.,married,secondary,no,'\'(-inf-4137.1]\'',yes,yes,unknown,'\'(7-10]\'',may,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',management,married,tertiary,no,'\'(-inf-4137.1]\'',no,yes,cellular,'\'(10-13]\'',aug,'\'(306.1-608.2]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(53-59.8]\'',retired,married,primary,no,'\'(-inf-4137.1]\'',no,yes,unknown,'\'(16-19]\'',jun,'\'(-inf-306.1]\'','\'(5.9-10.8]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(46.2-53]\'',technician,married,secondary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(19-22]\'',jul,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(39.4-46.2]\'',admin.,married,secondary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(28-inf)\'',jan,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(435-522.2]\'','\'(-inf-2.5]\'',other,no
'\'(32.6-39.4]\'',technician,single,unknown,no,'\'(-inf-4137.1]\'',yes,no,unknown,'\'(7-10]\'',may,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(39.4-46.2]\'',entrepreneur,married,unknown,no,'\'(-inf-4137.1]\'',yes,no,unknown,'\'(4-7]\'',may,'\'(306.1-608.2]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',management,single,tertiary,no,'\'(-inf-4137.1]\'',yes,yes,cellular,'\'(28-inf)\'',jul,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(39.4-46.2]\'',unemployed,divorced,primary,yes,'\'(-inf-4137.1]\'',yes,yes,unknown,'\'(-inf-4]\'',jul,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(53-59.8]\'',entrepreneur,married,secondary,no,'\'(4137.1-11587.2]\'',no,no,cellular,'\'(4-7]\'',feb,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',technician,married,secondary,no,'\'(-inf-4137.1]\'',no,no,unknown,'\'(25-28]\'',may,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',technician,divorced,secondary,no,'\'(-inf-4137.1]\'',no,no,cellular,'\'(19-22]\'',aug,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(53-59.8]\'',admin.,married,secondary,no,'\'(-inf-4137.1]\'',no,no,cellular,'\'(-inf-4]\'',jun,'\'(306.1-608.2]\'','\'(-inf-5.9]\'','\'(86.2-173.4]\'','\'(-inf-2.5]\'',success,yes
'\'(53-59.8]\'',technician,married,secondary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(28-inf)\'',jan,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(173.4-260.6]\'','\'(2.5-5]\'',failure,no
'\'(25.8-32.6]\'',self-employed,single,secondary,no,'\'(-inf-4137.1]\'',no,no,cellular,'\'(28-inf)\'',jan,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',technician,married,secondary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(16-19]\'',apr,'\'(306.1-608.2]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',blue-collar,married,tertiary,no,'\'(-inf-4137.1]\'',no,no,unknown,'\'(-inf-4]\'',oct,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(-inf-25.8]\'',admin.,single,secondary,no,'\'(4137.1-11587.2]\'',yes,no,unknown,'\'(25-28]\'',may,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(39.4-46.2]\'',admin.,single,secondary,no,'\'(-inf-4137.1]\'',no,yes,unknown,'\'(7-10]\'',may,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(39.4-46.2]\'',services,married,secondary,no,'\'(-inf-4137.1]\'',yes,yes,unknown,'\'(25-28]\'',may,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(25.8-32.6]\'',management,single,tertiary,no,'\'(-inf-4137.1]\'',no,no,cellular,'\'(19-22]\'',oct,'\'(608.2-910.3]\'','\'(-inf-5.9]\'','\'(86.2-173.4]\'','\'(-inf-2.5]\'',failure,yes
'\'(25.8-32.6]\'',admin.,single,secondary,no,'\'(-inf-4137.1]\'',yes,no,unknown,'\'(-inf-4]\'',jun,'\'(306.1-608.2]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(73.4-80.2]\'',housemaid,married,secondary,no,'\'(-inf-4137.1]\'',no,no,telephone,'\'(13-16]\'',mar,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(39.4-46.2]\'',blue-collar,divorced,secondary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(28-inf)\'',jan,'\'(306.1-608.2]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(46.2-53]\'',technician,married,tertiary,no,'\'(-inf-4137.1]\'',no,no,unknown,'\'(4-7]\'',may,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(25.8-32.6]\'',blue-collar,single,secondary,no,'\'(-inf-4137.1]\'',yes,yes,cellular,'\'(7-10]\'',jul,'\'(306.1-608.2]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(39.4-46.2]\'',technician,married,secondary,no,'\'(-inf-4137.1]\'',no,no,unknown,'\'(19-22]\'',jun,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',management,single,tertiary,no,'\'(-inf-4137.1]\'',no,no,cellular,'\'(25-28]\'',jan,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(39.4-46.2]\'',admin.,single,secondary,no,'\'(-inf-4137.1]\'',yes,yes,cellular,'\'(4-7]\'',apr,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(260.6-347.8]\'','\'(2.5-5]\'',other,no
'\'(25.8-32.6]\'',admin.,married,secondary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(16-19]\'',jul,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(39.4-46.2]\'',management,married,tertiary,no,'\'(4137.1-11587.2]\'',no,no,cellular,'\'(19-22]\'',nov,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(39.4-46.2]\'',admin.,married,secondary,no,'\'(-inf-4137.1]\'',yes,yes,cellular,'\'(22-25]\'',jul,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(39.4-46.2]\'',admin.,married,secondary,no,'\'(4137.1-11587.2]\'',yes,yes,cellular,'\'(28-inf)\'',jul,'\'(-inf-306.1]\'','\'(5.9-10.8]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',admin.,married,secondary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(4-7]\'',may,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(260.6-347.8]\'','\'(-inf-2.5]\'',failure,no
'\'(32.6-39.4]\'',unknown,married,unknown,no,'\'(-inf-4137.1]\'',no,no,unknown,'\'(7-10]\'',jun,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',admin.,married,tertiary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(16-19]\'',nov,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(86.2-173.4]\'','\'(-inf-2.5]\'',failure,no
'\'(25.8-32.6]\'',technician,single,tertiary,no,'\'(-inf-4137.1]\'',yes,yes,cellular,'\'(-inf-4]\'',feb,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(25.8-32.6]\'',services,single,secondary,no,'\'(-inf-4137.1]\'',no,yes,cellular,'\'(10-13]\'',jul,'\'(306.1-608.2]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',admin.,single,secondary,no,'\'(4137.1-11587.2]\'',yes,no,cellular,'\'(13-16]\'',may,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(39.4-46.2]\'',admin.,divorced,secondary,no,'\'(-inf-4137.1]\'',no,no,unknown,'\'(10-13]\'',jun,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',services,married,secondary,no,'\'(-inf-4137.1]\'',yes,no,unknown,'\'(13-16]\'',jun,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',self-employed,married,tertiary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(22-25]\'',jul,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',admin.,married,tertiary,no,'\'(-inf-4137.1]\'',yes,no,telephone,'\'(16-19]\'',nov,'\'(306.1-608.2]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(2.5-5]\'',success,no
'\'(32.6-39.4]\'',services,single,secondary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(-inf-4]\'',feb,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(260.6-347.8]\'','\'(-inf-2.5]\'',other,no
'\'(32.6-39.4]\'',technician,married,secondary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(7-10]\'',may,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(260.6-347.8]\'','\'(-inf-2.5]\'',failure,no
'\'(53-59.8]\'',retired,married,secondary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(13-16]\'',jun,'\'(306.1-608.2]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,yes
'\'(46.2-53]\'',blue-collar,married,primary,no,'\'(-inf-4137.1]\'',yes,yes,telephone,'\'(22-25]\'',jul,'\'(-inf-306.1]\'','\'(5.9-10.8]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',self-employed,married,secondary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(28-inf)\'',jul,'\'(306.1-608.2]\'','\'(10.8-15.7]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(25.8-32.6]\'',management,single,tertiary,no,'\'(-inf-4137.1]\'',no,no,cellular,'\'(19-22]\'',nov,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',services,married,secondary,no,'\'(-inf-4137.1]\'',no,no,unknown,'\'(16-19]\'',jun,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(-inf-25.8]\'',student,single,secondary,no,'\'(4137.1-11587.2]\'',no,no,cellular,'\'(4-7]\'',jun,'\'(306.1-608.2]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(53-59.8]\'',retired,divorced,secondary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(28-inf)\'',jul,'\'(306.1-608.2]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(25.8-32.6]\'',blue-collar,single,secondary,no,'\'(4137.1-11587.2]\'',yes,no,unknown,'\'(28-inf)\'',may,'\'(306.1-608.2]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',services,married,secondary,no,'\'(-inf-4137.1]\'',no,yes,cellular,'\'(19-22]\'',nov,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(39.4-46.2]\'',technician,married,tertiary,no,'\'(-inf-4137.1]\'',no,no,cellular,'\'(-inf-4]\'',apr,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(73.4-80.2]\'',retired,married,secondary,no,'\'(-inf-4137.1]\'',no,no,telephone,'\'(13-16]\'',apr,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(173.4-260.6]\'','\'(-inf-2.5]\'',success,yes
'\'(32.6-39.4]\'',technician,single,tertiary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(-inf-4]\'',may,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(86.2-173.4]\'','\'(-inf-2.5]\'',success,no
'\'(46.2-53]\'',technician,married,secondary,no,'\'(-inf-4137.1]\'',no,no,cellular,'\'(4-7]\'',aug,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',technician,single,tertiary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(16-19]\'',aug,'\'(608.2-910.3]\'','\'(-inf-5.9]\'','\'(86.2-173.4]\'','\'(2.5-5]\'',failure,yes
'\'(32.6-39.4]\'',management,divorced,tertiary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(16-19]\'',nov,'\'(1212.4-1514.5]\'','\'(-inf-5.9]\'','\'(86.2-173.4]\'','\'(-inf-2.5]\'',failure,no
'\'(25.8-32.6]\'',blue-collar,single,tertiary,no,'\'(-inf-4137.1]\'',no,no,telephone,'\'(19-22]\'',apr,'\'(306.1-608.2]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,yes
'\'(39.4-46.2]\'',technician,single,tertiary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(16-19]\'',nov,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(39.4-46.2]\'',technician,married,secondary,no,'\'(-inf-4137.1]\'',yes,yes,cellular,'\'(7-10]\'',jul,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(25.8-32.6]\'',technician,married,secondary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(7-10]\'',jul,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',failure,no
'\'(32.6-39.4]\'',services,single,secondary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(-inf-4]\'',feb,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(260.6-347.8]\'','\'(-inf-2.5]\'',failure,no
'\'(53-59.8]\'',retired,married,secondary,no,'\'(-inf-4137.1]\'',no,no,cellular,'\'(25-28]\'',aug,'\'(-inf-306.1]\'','\'(10.8-15.7]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',technician,single,secondary,no,'\'(4137.1-11587.2]\'',yes,no,cellular,'\'(10-13]\'',aug,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(-inf-25.8]\'',blue-collar,single,secondary,no,'\'(-inf-4137.1]\'',yes,no,unknown,'\'(22-25]\'',jun,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',technician,married,tertiary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(13-16]\'',may,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(347.8-435]\'','\'(-inf-2.5]\'',other,no
'\'(53-59.8]\'',self-employed,married,secondary,no,'\'(4137.1-11587.2]\'',no,no,cellular,'\'(16-19]\'',nov,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(25.8-32.6]\'',management,married,tertiary,yes,'\'(-inf-4137.1]\'',no,no,cellular,'\'(10-13]\'',aug,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(39.4-46.2]\'',management,married,tertiary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(-inf-4]\'',aug,'\'(608.2-910.3]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,yes
